id,ret
325,"""Operation requirements: be at least the recommended minimum operator age of 16; minors must be supervised by adults; know and follow your state’s operator age and training requirements; take a boating safety course if required or recommended; read the Owner’s/Operator’s Manual, Riding Practice Guide, Riding Instruction card, and all warning/caution labels, and watch the Basic Orientation Video if possible. The watercraft is legally a powerboat, so follow all waterway rules and regulations. It carries the operator and one passenger only: never more than 2 persons, and do not exceed 160 kg (353 lb) total load. Do not carry a passenger until you have considerable practice riding alone."", []"
326,"""Your jetski is water-jet propelled: the jet pump is directly connected to the engine, so jet thrust can move the craft whenever the engine is running, and there is no “neutral” position. Steering depends on jet thrust—if you release the throttle, steering ability rapidly decreases and may stop until throttle is applied again or trolling speed is reached. Before removing debris or weeds near the jet intake, stop the engine and remove the clip from the engine shut-off switch. <PIC> Keep away from the intake grate and never insert objects into the jet thrust nozzle while the engine is running. <PIC>"", [""Manual20_24"", ""Manual20_25""]"
327,"""Your WaveRunner is legally considered a powerboat, so obey the rules and regulations of the waterway. When encountering other vessels: if you are overtaking/passing, you are the give-way vessel and must keep clear until fully past; if another vessel is passing you, maintain your speed and direction. Always scan for other watercraft, operate defensively at safe speeds, keep a safe distance, do not follow directly behind boats/watercraft, do not spray or splash others, avoid sharp or unpredictable maneuvers, and take early action to avoid collisions. Remember the watercraft has no brakes and needs throttle to steer away from objects."", []"
328,"""The seat latch is at the rear of the seat <PIC>. To remove the seat: pull the seat latch up, then pull the seat off <PIC>. To install the seat: insert the projection on the front of the seat into the stay on the deck, then push the rear of the seat down to lock it securely in place <PIC>."", [""Manual20_35"", ""Manual20_36"", ""Manual20_37""]"
329,"""To open the hood, push the latch down, then lift the hood up. <PIC> To close the hood, push the hood down until it locks in place. <PIC> Make sure the hood is properly secured before operating the watercraft."", [""Manual20_38"", ""Manual20_39""]"
330,"""There are two filler caps: the fuel tank filler cap and the oil tank filler cap. To remove either one, turn it counterclockwise. Make sure each cap is properly secured before operating the watercraft. <PIC> <PIC>"", [""Manual20_40"", ""Manual20_41""]"
331,"""Use the engine stop switch by pushing it to stop the engine normally. For the engine shut-off switch, insert the clip on the end of the engine shut-off cord under the black button to enable starting; remove the clip to stop the engine and disable starting. Attach the cord to your wrist so the engine stops if you fall off. <PIC>"", [""Manual20_44""]"
332,"""The throttle lever is used to accelerate and decelerate. The choke lever is listed as a control, but the provided manual snippet does not describe how to operate it."", []"
333,"""The QSTS selector is located at the left handlebar grip and adjusts the watercraft trim angle by changing the jet thrust nozzle angle vertically. It has 5 positions: 2 bow down, neutral “N”, and 2 bow up. To change trim: reduce engine speed to 3,000 r/min or less, squeeze the shift lock lever, turn the selector to the desired position, then release the lever to lock it. <PIC> Do not turn the selector at full throttle, or QSTS damage could occur. Neutral “N” provides good performance for most conditions; select bow down or bow up to enhance particular performance. <PIC>"", [""Manual20_51"", ""Manual20_52""]"
334,"""The fuel meter lets you conveniently check the fuel level while riding. It has 8 segments that show the amount of fuel remaining in the tank, but the indication can vary with operating conditions, so use it as a reference. <PIC>\nThe hour meter helps you follow the maintenance schedule by showing the total engine operating hours since the watercraft was new. The elapsed time is kept even if the battery terminals are disconnected. <PIC>"", [""Manual20_58"", ""Manual20_59""]"
344,"""Fuel filter: It is a one-piece disposable filter. Do not replace it yourself; an incorrectly installed filter can leak gasoline and cause fire or explosion. Replace after the initial 10 hours or first month, then every 200 hours or 24 months, or if water is found in the filter; have a Yamaha dealer replace it if necessary. <PIC>\nFuel tank: To remove the fuel tank filler cap, turn it counterclockwise, and make sure it is properly secured before operating. <PIC> Check the fuel tank for leakage or water in the tank. If water is found in the fuel system or the tank needs cleaning, have a Yamaha dealer service the watercraft. <PIC>"", [""Manual20_81"", ""Manual20_40"", ""Manual20_82""]"
345,"""To adjust the adjustable sponsons: 1) Remove the bolts on both sponsons. <PIC> 2) Remove both sponsons and reinstall them in the desired position. Make sure both sponsons are installed at the same level. 3) Tighten the bolts on both sponsons to 18 N·m (1.8 kgf·m, 13 ft·lb). <PIC>"", [""Manual20_83"", ""Manual20_84""]"
346,"""If weeds or debris clog the jet intake or impeller, beach the watercraft and check them. Always stop the engine before beaching. Before removing debris, shut the engine off and remove the clip from the engine shut-off switch. <PIC> Turn the watercraft onto its port (left) side as shown; place a clean cloth or carpeting underneath to prevent scratches, and support the bow so the handlebars are not damaged. <PIC> Remove weeds or debris from around the drive shaft, impeller, pump housing, and jet thrust nozzle. If debris is difficult to remove, consult your Yamaha dealer."", [""Manual20_85"", ""Manual20_86""]"
347,"""Before starting off, make sure there are no boats, obstructions, or swimmers around you.\n\nGeneral starting: attach the engine shut-off cord to your left wrist and install the clip to the engine shut-off switch. Push the green start switch to start the engine; the engine will not start if the clip is removed. <PIC>\n\nIn shallow water: do not start the engine in less than 60 cm (2 ft) of water. Move the watercraft to deep enough water, board from the side or rear, attach the cord/clip, grip the handlebars with both hands, place both feet in the footwell, then start and go. <PIC>\n\nFrom a dock: board from the side, attach the cord/clip, push the watercraft away from the dock, grip the handlebars with both hands, place both feet in the footwell, then start and go. <PIC>"", [""Manual20_48"", ""Manual20_88"", ""Manual20_89""]"
348,"""The provided excerpt does not give a separate deep-water procedure specifically for a passenger. It states the craft carries the operator and one passenger only, max load 160 kg (353 lb), and you should not carry a passenger until you have considerable solo experience. For deep-water boarding shown: swim to the rear, place both hands on the boarding platform, pull yourself up and grasp the handgrip <PIC>; pull up to a kneeling position, then move to the seat and sit astride <PIC>; attach the engine shut-off cord to your left wrist and clip it to the switch, grip the handlebars, place both feet in the footwell, start the engine, and look in all directions before starting off <PIC>."", [""Manual20_71"", ""Manual20_72"", ""Manual20_73""]"
349,"""If it is difficult to balance the watercraft at a standstill: first, make sure the total weight does not exceed 160 kg (353 lb), including cargo. Have the passenger steady the watercraft while the operator boards, pulls himself onto the platform, sits, and balances it. <PIC> Attach the lanyard to your left wrist, install the clip to the engine shut-off switch, start the engine, and keep it at idle. Then the passenger pulls onto the platform, kneels, and crawls onto the seat as the watercraft accelerates. <PIC> Finally, accelerate to planing speed, then reduce the throttle to the desired running speed. <PIC>"", [""jetski_06"", ""jetski_07"", ""jetski_08""]"
350,"""Maximum load: 160 kg (353 lb). This includes the total weight of cargo, operator, and passenger."", []"
351,"""The manual shows two base station versions: XL490 base station <PIC> and XL495 base station <PIC>. For XL495, the base station includes telephone answering machine support; its answering-machine button lights up when the answering machine is on."", [""Manual22_2"", ""Manual22_3""]"
352,"""Connect the power adapter to the DC input jack at the bottom of the base station and to the wall power socket. Then connect the line cord to the telephone socket at the bottom of the base station and to the wall telephone socket. If you use DSL service, install a DSL filter between the telephone line cord and the power socket. <PIC>"", [""Manual22_22""]"
353,"""The handset batteries are pre-installed. To install the handset, pull the battery tape off from the battery door before charging. <PIC>"", [""Manual22_23""]"
354,"""Check the battery icon on the handset screen. When the handset is off the base station/charger, the bars show the battery level: full, medium, or low. When it is on the base/charger, the bars flash until charging is complete. If the empty battery icon flashes, the battery is low and needs recharging. <PIC>"", [""Manual22_29""]"
355,"""If the handset is in searching status: make sure the base station has power supply, register the handset to the base station, and move the handset closer to the base station."", []"
356,"""Handset LED status: On = audio boost is on; Off = in a call or standby; Flashing = new message, new voicemail, missed call, or phone muted. During charging: On = handset is on the base/charging cradle in standby or audio boost is on during a call; Off = handset is off the base/charging cradle; Flashing = phone is muted. <PIC>\nBase station LED status: Steady on = no new message and memory not full, handset is switched on, or paging mode; Flashing = new message, incoming call, recording, message playback, or remote access/listening from handset; Fast flashing = no new message and memory full, or registration mode. <PIC>"", [""Manual22_40"", ""Manual22_46""]"
357,"""On the base station, the LED indicator shows the status as follows: Steady on: no new message and memory not full; handset is switched on; paging mode. Flashing: new message and memory not full; incoming call; recording an incoming message/announcement; message playback; remote access/listening to messages from the handset. Fast flashing: no new message and memory is full; registration mode. <PIC>"", [""Manual22_46""]"
358,"""Lower the roll bar only when absolutely necessary. Remove the hairpin cotters and the 2 pins, lower the roll bar to one of the down positions <PIC>, then reinstall the 2 pins and secure them with the hairpin cotters. When the roll bar is down, do not wear the seat belt and drive slowly and carefully."", [""Manual23_32""]"
359,"""For machines with the suspension system, set the rear 2-shock assemblies to the position that feels most comfortable. The slots have detent positions for reference, but the shocks can be positioned anywhere in the slot. Figure 13 shows the softest, firmest, and detent positions. <PIC> To adjust, unlock the rear-shock assembly, move both shocks to the desired position, make sure the left and right shocks are in the same position, then lock them again. <PIC>"", [""Manual23_37"", ""Manual23_38""]"
360,"""For a mower with an electric deck lift: push up on the deck-lift switch to raise the deck <PIC>; choose the hole in the height-of-cut bracket for the desired cutting height and insert the height-of-cut pin <PIC>; then push down on the deck-lift switch to set the height of cut."", [""Manual23_55"", ""Manual23_56""]"
361,"""The provided manual excerpt only shows the heading “Loading the Machine” and does not include the loading steps."", []"
362,"""To unload the mower: 1. Lower the ramp and ensure the angle between the ramp and the ground does not exceed 15 degrees. 2. Drive the machine forward down the ramp."", []"
363,"""To change the engine oil: dispose of used oil at a recycling center. Start the engine and let it run for 5 minutes to warm the oil. Park the machine with the drain side slightly lower, disengage the PTO, engage the parking brake, shut off the engine, remove the key, and wait for all moving parts to stop. Drain the oil from the engine. <PIC> Then slowly pour about 80% of the specified oil into the filler tube and add more until it reaches the Full mark. <PIC> Start the engine, drive to a flat area, and check the oil level again."", [""Manual23_75"", ""Manual23_76""]"
364,"""To remove the filters: park the machine on a level surface, disengage the blade-control switch (PTO), and engage the parking brake. Shut off the engine, remove the key, and wait for all moving parts to stop. Release the air-cleaner latches and pull the air-cleaner cover off the air-cleaner body. Clean the inside of the cover with compressed air. Gently slide the primary filter out, avoiding knocking it against the body. Remove the safety filter only if you are replacing it. <PIC>"", [""Manual23_72""]"
365,"""To replace the mower belt: 1. Park on a level surface, disengage the blade-control switch (PTO), and engage the parking brake. 2. Shut off the engine, remove the key, and wait for all moving parts to stop. 3. Lower the mower to the 76 mm (3 inch) height of cut. 4. Remove the belt covers. <PIC> 5. Use a 3/8-inch ratchet in the square hole in the idler arm to remove tension on the idler spring. 6. Remove the belt from the mower-deck pulleys and clutch pulley. 7. Remove the belt guide on the spring-loaded idler arm, then remove the old belt. 8. Install the new belt around the mower pulleys and the clutch pulley under the engine. <PIC> 9. Install the belt guide on the idler arm. 10. Using the 3/8-inch ratchet in the square hole, install the idler spring; ensure the spring ends are seated in the anchor grooves. 11. Install the belt covers. <PIC>"", [""Manual23_99"", ""Manual23_100"", ""Manual23_101""]"
366,"""Touch the Control Set-Up pad to change the oven’s default settings for sound, clock, display speed, and defrost weight from Lbs to Kg."", []"
367,"""To set the Light Timer, touch the Light Timer pad (press once for AM, twice for PM), enter the time you want the light to turn on, touch Light Timer again (once for AM, twice for PM), enter the time you want the light to turn off, then touch Start. The Lo Light will turn on and off at those times every day until reset. <PIC>"", [""Manual24_11""]"
368,"""To set a Favorite Recipe, touch the Favorite Recipe pad, enter the cook time using the number keypad (for 2 minutes: [2], [0], [0]), then touch Start. The power level defaults to Hi, but it can be modified. <PIC>"", [""Manual24_16""]"
369,"""Use Sensor Reheat: touch the Reheat pad, then choose the food category: Casserole [1], Dinner Plate [2], or Soup/Sauce [3]. The display will show SENSING, with no need to set time or power level. When reheating is finished, four beeps sound and END displays. Recommended amounts: Casserole 1–4 cups, Dinner Plate 1–2 servings, Soup/Sauce 1–4 cups. <PIC><PIC><PIC>"", [""Manual24_30"", ""Manual24_29"", ""Manual24_31""]"
370,"""Use Auto Defrost by selecting the food category: Meat=1, Poultry=2, Fish=3. <PIC> Then: 1) Touch Auto Defrost. 2) Choose the food category number. 3) Enter the food weight in pounds and tenths of pounds. 4) Touch Start. <PIC> During defrosting, the oven will beep; open the door, turn/separate/rearrange the food, remove thawed portions, then touch Start to resume."", [""Manual24_32"", ""Manual24_33""]"
371,"""Clean the grease filter often, at least once a month. To remove it, slide the filter to the side, pull it downward, then push it to the other side so it drops out. <PIC> Soak it in hot water with a mild detergent, rinse well, and shake to dry. Do not use ammonia or place it in a dishwasher, as the aluminum filter will darken. <PIC> To reinstall, slide it into the side slot, then push up and toward the oven center to lock it. <PIC>"", [""Manual24_47"", ""Manual24_48"", ""Manual24_49""]"
372,"""To replace the charcoal filter: 1. Unplug the oven or turn off power at the main power supply. 2. Remove the two vent grill mounting screws (the 2 middle screws). <PIC> 3. Tip the grill forward, then lift it out. 4. Remove the old filter. <PIC> 5. Slide a new charcoal filter into place; it should rest at the angle shown. <PIC> 6. Slide the bottom of the grill into place, push the top until it snaps into place, replace the mounting screws, then turn power back on and set the clock."", [""Manual24_50"", ""Manual24_51"", ""Manual24_52""]"
373,"""Wear gloves when replacing the bulb. 1. Unplug the oven or turn off power at the main power supply. 2. Remove the vent cover mounting screws (2 middle screws), tip the cover forward, then lift it out. <PIC> 3. Remove the bulb holder. <PIC> 4. Lift up the bulb holder. <PIC> 5. Replace the bulb with a 30 or 40 watt appliance bulb. 6. Replace the bulb holder. 7. Slide the bottom of the vent cover into place, push the top until it snaps into place, replace the mounting screws, then turn power back on or plug in the oven."", [""Manual24_54"", ""Manual24_55"", ""Manual24_56""]"
374,"""Set the PCI Express 3.0 x16 slots according to the VGA/PCIe card configuration: single card: use PCIe 3.0 x16_1 (gray) at x16; dual cards: PCIe 3.0 x16_1 at x8 and PCIe 3.0 x16_2 at x8; triple cards: PCIe 3.0 x16_1 at x8, PCIe 3.0 x16_2 at x8, and PCIe 3.0 x16_3 at x4. <PIC>"", [""Manual25_31""]"
375,"""The manual shows the motherboard jumper as the 2-pin CLRTC header. It is used to clear the RTC RAM/CMOS, erasing date, time, system setup parameters, and passwords. The CLRTC jumper location is shown here: <PIC>"", [""Manual25_33""]"
376,"""Install the motherboard in the correct orientation: place the edge with the external/rear panel ports toward the rear of the chassis. <PIC>"", [""Manual25_6""]"
377,"""You can turn off the model name LEDs or SupremeFX LED, or change their lit modes, from the BIOS or the LED Control app in Ai Suite 3. In BIOS, go to Advanced > Onboard Devices Configuration, then select Model Name LED Lighting or SupremeFX LED Lighting."", []"
378,"""To update the BIOS file using BIOS Updater in DOS: 1) Insert the USB flash drive containing the latest BIOS file and BIOS Updater. 2) Boot the computer and press <F8> to open the boot device screen; insert the Support DVD and select the optical drive. <PIC> 3) At the FreeDOS prompt, type d: and press <Enter> to switch to the USB drive. 4) Type bupdater /pc /g and press <Enter>. 5) In BIOS Updater, press <Tab> to switch to the Drives panel and select D:. <PIC> 6) Switch to the Files panel, select the BIOS file, press <Enter>, then select Yes to confirm. <PIC> 7) When the update is done, press <ESC> to exit and restart the computer. Do not shut down or reset the system during the update."", [""Manual25_62"", ""Manual25_63"", ""Manual25_64""]"
379,"""To create RAID: 1. In BIOS, press <F11> to open EZ Tuning Wizard. 2. Click RAID, then Yes to enable RAID. Ensure the HDDs have no existing RAID volumes and are connected to Intel SATA connectors. 3. When available HDDs display, click Next. <PIC> 4. Select Easy Backup or Super Speed, then click Next. <PIC> For Easy Backup, select RAID1 or RAID10; RAID10 requires four HDDs. <PIC> For Super Speed, select RAID0 or RAID5. <PIC> 5. Click Yes to continue RAID setup. 6. When done, click Yes to exit, then OK to reset the system."", [""Manual25_72"", ""Manual25_73"", ""Manual25_74"", ""Manual25_75""]"
380,"""Use Method 1: SATA ODD & USB devices.\nRequirements: support DVD, OS 7 installation source, SATA ODD, and a USB device (ODD or storage). USB storage must be 8 GB or larger; formatting before use is recommended.\nSteps:\n1. Insert the OS 7 installation DVD into a USB ODD, or copy all files from the OS 7 DVD to a USB storage device on a working system.\n2. Connect the USB ODD or USB storage device to the 100 series platform.\n3. Insert the support DVD into a SATA ODD on the 100 series platform.\n4. Power on and press F8 during POST to enter the boot screen, then boot from the USB device. <PIC>\n5. The USB 3.0 driver loads automatically during installation startup; if loaded correctly, “Setup is starting...” appears. <PIC>\n6. Follow the onscreen instructions to complete the OS 7 installation."", [""Manual25_87"", ""Manual25_88""]"
381,"""Place nine screws into the holes indicated by circles to secure the motherboard to the chassis. Do not over tighten the screws, as this can damage the motherboard. <PIC>"", [""Manual25_6""]"
382,"""Before installing the CPU, unplug all power cables. Use only a CPU designed for the LGA1151 socket; do not use LGA1150, LGA1155, or LGA1156 CPUs. Check that the PnP cap is on the socket and that the socket contacts are not bent; contact the retailer if anything is missing or damaged. Keep the cap after installation. Use only the CPU Installation Tool, hold both sides of it, do not bend or damage it, and ensure the CPU is firmly clicked into place before installing it onto the CPU socket. <PIC> <PIC> <PIC> <PIC>"", [""Manual25_9"", ""Manual25_10"", ""Manual25_11"", ""Manual25_12""]"
383,"""You can check the motherboard’s system memory in the specifications summary and the “System memory” section of the user guide. This motherboard supports 4 x DIMM, maximum 64 GB, DDR4 3400(O.C.)/3333(O.C.)/3200(O.C.)/3100(O.C.)/3000(O.C.)/2933(O.C.)/2800(O.C.)/2666(O.C.)/2600(O.C.)/2400(O.C.)/2133 MHz, non-ECC, un-buffered memory, dual-channel architecture, and Intel Extreme Memory Profile (XMP). <PIC> Recommended memory installation configurations are shown here. <PIC>"", [""Manual25_2"", ""Manual25_19""]"
384,"""The Serial port connector (10-1 pin COM) is used for a serial (COM) port. Connect the serial port module cable to this connector, then install the module into a slot opening at the back of the system chassis. The COM module is purchased separately. <PIC>"", [""Manual25_39""]"
385,"""The 14-1 pin TPM connector supports a Trusted Platform Module (TPM) system, which securely stores keys, digital certificates, passwords, and data. It also helps enhance network security, protect digital identities, and ensure platform integrity. <PIC>"", [""Manual25_40""]"
386,"""The 2-pin T_SENSOR connector is for a thermistor cable that lets you monitor the temperature of the motherboard’s critical components and connected devices. The thermistor cable is purchased separately. <PIC>"", [""Manual25_43""]"
387,"""Press the quick release button down until it clicks and locks into the Vent position <PIC>. Steam will eject from the steam release valve; when pressure is fully released, the float valve drops into the lid <PIC>."", [""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]"
388,"""To set/close the pressure cooking lid: align the symbol on the lid with the symbol on the cooker base, then lower the lid onto the track. Turn the lid clockwise until the symbol on the lid aligns with the symbol on the cooker base. When it is in the correct position, a jingle sounds and the display indicates OFF. <PIC>"", [""Manual30_12""]"
389,"""To install the float valve, drop the narrow end of the float valve into the float valve hole on top of the lid. Hold one finger on the flat top of the float valve, turn the lid over, then firmly attach the silicone cap to the bottom of the float valve. Do not operate the cooker unless the float valve and silicone cap are properly installed. <PIC>"", [""Manual30_37""]"
390,"""The anti-block shield prevents food particles from coming up through the steam release pipe, helping with pressure regulation. It is integral to product safety and necessary for pressure cooking. <PIC> To remove it, grip the lid like a steering wheel and press firmly with your thumbs against the side of the shield, toward the side of the lid and up, until it pops off the prongs. <PIC> To install it, place it over the prongs and press down until it snaps into position. Do not operate the pressure cooker without the anti-block shield installed. <PIC>"", [""Manual30_19"", ""Manual30_34"", ""Manual30_35""]"
391,"""Install the steam release valve by placing it on the steam release pipe and pressing down firmly; it should sit loosely but stay in place when the lid is turned over. <PIC> To control it, use the quick release button: flick to Seal position, or press down until it clicks/locks into Vent position to release steam. Do not cover or block the valve. <PIC>"", [""Manual30_33"", ""Manual30_14""]"
392,"""To install the anti-block shield, place it over the prongs and press down until it snaps into position. Do not operate the pressure cooker without the anti-block shield installed. <PIC>"", [""Manual30_35""]"
393,"""To install them: drop the narrow end of the float valve into the float valve hole on the top of the lid. Place one finger on the flat top of the float valve, turn the lid over, then firmly attach the silicone cap to the bottom of the float valve. Do not operate the pressure cooker unless both the float valve and silicone cap are properly installed. <PIC>"", [""Manual30_37""]"
394,"""Install the condensation collector before cooking. Align the grooves on the condensation collector over the tabs on the back of the cooker base, then slide the condensation collector into place. <PIC>"", [""Manual30_38""]"
395,"""Place the sealing ring over the sealing ring rack and press it into place. Press down firmly to prevent puckering. When installed properly, it should sit snugly behind the sealing ring rack and should not fall out when the lid is turned over. Only one sealing ring should be installed at a time, and it must be installed before using the cooker. <PIC>"", [""Manual30_31""]"
396,"""Grip the edge of the silicone and pull the sealing ring out from behind the circular stainless-steel sealing ring rack. It is easiest to remove when wet and soapy. After removal, inspect the steel rack to make sure it is secured, centered, and even height all the way around the lid; do not attempt to repair a deformed rack. <PIC>"", [""Manual30_30""]"
397,"""The sealing ring creates an air-tight seal between the pressure cooking lid and the inner pot when the lid is closed. It must be installed before using the cooker, and only one sealing ring should be installed in the lid at a time. <PIC> Use only authorized sealing rings; do not use one that is stretched or damaged. Always check for cuts, deformation, and correct installation before cooking. Replace it every 12–18 months, or sooner if it is stretched, deformed, or damaged. To install, place it over the sealing ring rack and press firmly so it is snug behind the rack and does not fall out when the lid is turned over. <PIC> Silicone can absorb strong aromas and flavors, so keeping extra sealing rings can help limit flavor transfer between dishes."", [""Manual30_16"", ""Manual30_31""]"
398,"""The steam release valve sits loosely on the steam release pipe. When the cooker releases pressure, steam ejects from the top of the valve. It is essential for product safety and necessary for pressure cooking—do not cover or block it. <PIC> The quick release button controls whether pressure is released; pressing it to the Vent position releases a jet of steam, which is normal. <PIC> To install it, place the valve on the steam release pipe and press down firmly; when properly installed it sits loosely but should stay in place if the lid is turned over. <PIC>"", [""Manual30_15"", ""multi-use_pressure_cooker_and_air_fryer_01"", ""Manual30_33""]"
399,"""The quick release button controls the steam release valve, determining whether pressure is released. For Quick Release, press it down until it clicks and locks into the Vent position; steam ejecting from the top of the valve is normal. When pressure is fully released, the float valve drops into the lid. To seal, use a flicking motion and do not turn the button more than 45°. <PIC> <PIC> <PIC>"", [""Manual30_14"", ""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]"
400,"""Natural Release (NR/NPR) means cooking stops gradually as the cooker cools and depressurizes naturally over time. To use it, leave the quick release button in the Seal position after cooking completes and turn Keep Warm off. Food may continue “carryover cooking”; depressurization time varies and can take up to 40 minutes. When pressure is fully released, the float valve drops into the lid. Use NR for high-starch foods such as soups, stews, chilis, pasta, oatmeal and congee, or foods that expand when cooked such as beans and grains. <PIC>"", [""Manual30_9""]"
401,"""The provided manual fragment only includes the vacuum robot anatomy illustration, without text labels for individual parts. <PIC>"", [""Manual32_0""]"
402,"""The two modes are Halo Mode and Virtual Wall Mode."", []"
403,"""Press the bin release button to remove the bin <PIC>. Then open the bin door to empty the bin <PIC>. If the full bin indicator comes on during cleaning, pause the cleaning job, empty the bin, then continue cleaning."", [""Manual32_8"", ""Manual32_9""]"
404,"""Remove the filter by grasping the yellow tab <PIC>. Shake off debris by tapping the filter against your trash container <PIC>. Reinsert the filter with the yellow tab facing up; the filter door won’t close unless the filter is reinserted."", [""Manual32_10"", ""Manual32_11""]"
405,"""To clean the full bin sensors: 1. Remove and empty the bin. <PIC> 2. Wipe the sensors with a clean, dry cloth. <PIC> 3. Wipe the inner and outer sensor ports on the bin with a clean, dry cloth. <PIC>"", [""Manual32_12"", ""Manual32_13"", ""Manual32_14""]"
406,"""To clean the extractors: 1. Pinch the yellow extractor frame release tabs, lift the extractor frame, and remove any obstructions. <PIC> 2. Remove the extractors and yellow extractor caps; remove hair or debris from under the caps and around the metal axles, then reinstall the caps. <PIC> 3. Remove hair and debris from the square and hexagonal plastic pegs on the other side of the extractors. <PIC> 4. Clear the vacuum path. <PIC> 5. Reinstall the extractors, matching the color and shape of the extractor pegs with the icons on the cleaning head module."", [""Manual32_19"", ""Manual32_20"", ""Manual32_21"", ""Manual32_22""]"
407,"""Wipe the sensors with a clean, dry cloth. Do not spray cleaning solution directly onto the sensors or sensor openings. <PIC> Then wipe the charging contacts on the vacuum cleaner and the Home Base with a clean, dry cloth. <PIC>"", [""Manual32_17"", ""Manual32_18""]"
408,"""Place the Home Base in an open, uncluttered area: leave at least 1.5 ft on each side, at least 4 ft in front, at least 4 ft away from stairs, and at least 8 ft from virtual wall barriers. Always keep it plugged in and in an area with consistent coverage so the vacuum can receive information via the app."", []"
409,"""To clean the front caster wheel: 1. Pull firmly on the front wheel to remove it. <PIC> 2. Remove any debris from inside the wheel cavity. 3. Spin the wheel by hand. If rotation is restricted, remove the wheel from its housing, push firmly to remove the axle, and clear any debris or hair wrapped around it. 4. Reinstall all parts and make sure the wheel clicks back into place."", [""Manual32_15""]"
410,"""Use a coin or small screwdriver to remove the screw <PIC>. Then remove the brush, clean the brush and brush post, and reinstall the brush."", [""Manual32_16""]"
411,"""The dual-mode virtual wall barrier keeps the vacuum in areas you want cleaned and out of areas you don’t. It has two modes: Halo Mode creates a protective zone around items or undesired areas, and Virtual Wall Mode creates an invisible barrier to block openings up to 10 feet."", []"
412,"""If the vacuum indicates a problem, it will make a two-tone distress sound followed by a spoken message, and the troubleshooting indicator will blink. Check the app or online for more detailed support and videos. For some errors, reboot the vacuum: press and hold CLEAN for 10 seconds until all indicators illuminate, then release. A tone confirms a successful reboot. If you use scheduling, open the app after rebooting to confirm the schedule remains intact."", []"
413,"""T-rail mounting instructions: Use the included hardware; it supports most 9/16\"", 15/16\"", or 1 1/2\"" T-rails.\n1. Using the dashed lines on the mount plate template as a guide, set the proper spacing of the clips. <PIC>\n2. Tighten the set screws on the T-rail clips and secure them with a 5/64\"" (2 mm) hex key. <PIC>\n3. Attach the mount plate to the T-rail clips using the mount plate holes marked \""G\"". <PIC>\n4. Attach the T-rail clips to the T-rail by rotating them and snapping them into place as shown; the black foam pads should be compressed slightly after installation. <PIC>\nFor standard T-rail installation, use standard 6-32 x 4 mm T-rail screws. <PIC>"", [""Manual33_10"", ""Manual33_11"", ""Manual33_12"", ""Manual33_13"", ""Manual33_14""]"
414,"""Turn the power switch to <ON> to operate the camera. Set it to <OFF> to turn the camera off. If the camera turns off automatically after non-operation, press the shutter button to turn it on again. <PIC>"", [""Manual10_29""]"
415,"""To stop the machine, squeeze the brake lever toward the handlebar; the brake light will illuminate when the brake is operated. Make sure the brake lever end does not project beyond the handlebar end. <PIC> To apply the parking brake when parking or starting the engine, squeeze the brake lever, push down the parking brake button while releasing the brake lever. To release the parking brake, squeeze the brake lever again. Always set the parking brake before starting the engine, and never run the machine with the parking brake applied. <PIC>"", [""Manual34_39"", ""Manual34_40""]"
416,"""Before using the snowmobile: read the Owner’s Manual and all labels; become familiar with all controls; perform the pre-operation checks; check throttle, steering, and brake operation every time before starting; ensure the throttle lever moves freely and returns to idle when released; apply the parking brake before starting and do not drive with it applied; make sure the fuel tank cap is securely closed after refueling; ensure the drive belt/guard is in place; check the drive select lever position before moving; wear an approved helmet, eye protection, and suitable snowmobile clothing."", []"
417,"""The provided manual fragments do not include the actual page 7-1~7-2 engine-start procedure. They state these required steps/precautions before and around starting: 1. Perform the pre-operation checks. 2. Wear proper snowmobiling clothing/protection. 3. Check throttle, brake, and steering for proper operation before starting the engine. 4. Set the parking brake before attempting to start the engine. 5. Make sure the fuel tank cap is securely closed after refueling. 6. Do not operate the engine without the drive belt or drive guard. 7. Start the engine following the instructions on page 7-1~7-2, then let it warm up before riding. 8. Never run the vehicle with the parking brake applied; release it before moving. In an emergency, stop the engine by pushing the engine stop switch down."", []"
418,"""A V-Belt Holder is the provided holder used to store a spare V-belt for emergency use. When installing the V-belt in the holder, tighten the bolt, make sure the fuel hose is not pinched and is in place, and ensure the V-belt is secured so it cannot come loose and be damaged by the hot muffler."", []"
419,"""Before adjusting, make sure the engine idle speed has been adjusted first. 1. Loosen the adjuster locknut. 2. Turn the adjuster in or out until the proper throttle lever free play is achieved: BR250T/ET410TR/VK540E: 1.0–2.0 mm (0.04–0.08 in); CS340E: 0.5–1.0 mm (0.02–0.04 in). <PIC> 3. Tighten the locknut."", [""Manual34_148""]"
420,"""To steer, slow down as you approach a curve and turn the handlebars in the desired direction. Put your weight on the running board on the inside of the turn and lean your upper body into the turn; lean more for sharper or faster turns. Practice this at slow speed in a large, flat, obstacle-free area. Always keep both hands on the handlebars and avoid abrupt throttle changes, excessive braking, incorrect body movement, or too much speed. <PIC>"", [""Manual34_127""]"
