id,question,gpt55_product,current_product,same_product,retrieval_token_jaccard,question_token_coverage_gpt55,question_token_coverage_current,gpt55_retrieval_chars,current_retrieval_chars,gpt55_image_count,current_image_count,image_overlap_count,gpt55_answer_chars,current_answer_chars,answer_char_delta_current_minus_gpt55,gpt55_not_provided,current_not_provided,gpt55_sections,current_sections,gpt55_top_text,current_top_text
251,How do I turn on or off the water supply button on my boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.168,0.833,0.833,1203,1922,10,7,6,304,262,-42,False,False,TIP:  The water supply will start 5 seconds after the jet wash switch is pushed.  The wa | Livewell The livewell for holding live bait and fish is located on the starboard side of t | Control function operation .............30 Boat control functions....................30 En | 210FSH SPORT <PIC> 1 Anchor light | Aerator switch Use this switch to circulate the water in the livewell. Push the “MNL” side,,# TIP:  The water supply will start 5 seconds after the jet wash switch is pushed.  The water flow can be adjusted to 3 levels. Push the jet wash switch to adjust the water flow level. <PIC> 1 Jet wash switch <PIC> (4) Move the jet wash handle lever to discharge water. <PIC> 1 Jet wash handle leve # Livewell The livewell for holding live bait and fish is located on the starboard side of the boat at the stern. To open the livewell: Pull the latch to open the livewell lid. <PIC> 1 Livewell lid 2 Latch <PIC> 1 Livewell To supply water to the livewell: (1) Push the livewell switch to turn on the # Control function operation .............30 Boat control functions....................30 Engine sh,"(See page 63.) (3) Remove the inspection cover. <PIC> 1 Inspection cover (4) To turn on the water supply, turn the shut-off valve 90 clockwise. <PIC> 1 Shut-off valve (5) To turn off the water supply, turn the shut-off valve 90 counterclockwise. (6) Install the inspection cover.(7) Close the rear pl <PIC> 1 Jet wash switch <PIC> (4) Move the jet wash handle lever to discharge water. <PIC> 1 Jet wash handle lever To stop using the jet wash:(1) Push the jet wash switch.(2) Stop the engines. (See page 98.)(3) Push the collar on the hose fitting inward, and then disconnect the coil hose from the fitting. <PIC> 1 Hose fittingTo turn the water supply on or off:(1) Stop the engines. (See page 98.)("
252,How to remove the bimini top of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.429,1.000,1.000,1203,1216,10,4,4,412,481,69,False,False,"Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a | Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing t | Do not trailer the boat with the bimini top in the fully extended or upright storage posit | Bimini top (210FSH DELUXE) Setting up the bimini top To set up the bimini top: (1) Raise t","Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing t | Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a | Trailering with the bimini top The bimini top must be secured to the boat when it is being","# Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a sunshade or rain cover for the leaning post. The bimini top can be removed and installed. <PIC> 1 Bimini top To remove the bimini top: (1) Open the flap on the starboard side of the bimini top. <PIC> 1 Flap(2 # Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing the bimini top in the fully collapsed position”.(2) Remove the main pole mounting pins securing the bimini top to the main pole mounting brackets. <PIC> 1 Main pole mounting pin (3) Remove the bimini top from # Do not trailer the boat with the bimini top in the fully extended or upright storage position. Pu","# Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing the bimini top in the fully collapsed position”.(2) Remove the main pole mounting pins securing the bimini top to the main pole mounting brackets. <PIC> 1 Main pole mounting pin (3) Remove the bimini top from # Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a sunshade or rain cover for the leaning post. The bimini top can be removed and installed. <PIC> 1 Bimini top To remove the bimini top: (1) Open the flap on the starboard side of the bimini top. <PIC> 1 Flap(2) Loosen the ratchet, and then loosen the strap securing the bimini top. <PIC> 1 Ratchet (3) Slowly "
253,How do I install a bimini top on my boat if I want to use the canopy?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.434,0.667,0.500,1097,1277,4,7,2,376,142,-234,False,False,"Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a | Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing t | To install the bimini top: When installing the bimini top, simply reverse the removal step | Fuel requirement Fuel | Trailering with the bimini top The bimini top must be secured to the boat when it is being","Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a | T-top (210FSH SPORT) The bimini top can be installed to use the Ttop as a sunshade or rain | Bimini top (210FSH DELUXE) Setting up the bimini top To set up the bimini top: (1) Raise t | Installing the bimini top | To install the bimini top: When installing the bimini top, simply reverse the removal step","# Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a sunshade or rain cover for the leaning post. The bimini top can be removed and installed. <PIC> 1 Bimini top To remove the bimini top: (1) Open the flap on the starboard side of the bimini top. <PIC> 1 Flap(2 # Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing the bimini top in the fully collapsed position”.(2) Remove the main pole mounting pins securing the bimini top to the main pole mounting brackets. <PIC> 1 Main pole mounting pin (3) Remove the bimini top from # To install the bimini top: When installing the bimini top, simply reverse the removal steps, and ","# Bimini top (210FSH SPORT) The T-top is equipped with a bimini top, which can be used as a sunshade or rain cover for the leaning post. The bimini top can be removed and installed. <PIC> 1 Bimini top To remove the bimini top: (1) Open the flap on the starboard side of the bimini top. <PIC> 1 Flap(2) Loosen the ratchet, and then loosen the strap securing the bimini top. # T-top (210FSH SPORT) The bimini top can be installed to use the Ttop as a sunshade or rain cover for the leaning post. (See page 74 for bimini top removal and installation procedures.) <PIC> 1 T-top # Bimini top (210FSH DELUXE) Setting up the bimini top To set up the bimini top: (1) Raise the bimini top. <PIC> 1 Bimini top "
254,How to store the bimini top in the upright position of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.708,1.000,1.000,1203,1243,5,2,2,332,194,-138,False,False,Do not trailer the boat with the bimini top in the fully extended or upright storage posit | Storing the bimini top in the fully collapsed position To store the bimini top in the full | Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing t | Trailering with the bimini top The bimini top must be secured to the boat when it is being,Trailering with the bimini top The bimini top must be secured to the boat when it is being | Storing the bimini top in the fully collapsed position To store the bimini top in the full | NOTICE Do not exceed 72 km/h (45 mph) with the bimini top in the up position. | Storing the bimini top in the upright position | NOTICE | Do not trailer the boat with the bimini top in the fully extended or upright storage posit,"# Do not trailer the boat with the bimini top in the fully extended or upright storage position. Put the bimini top in the fully collapsed position to avoid damage. To store the bimini top in the upright position: (1) Remove the lock pins, and then push the center poles down. <PIC> 1 Center pole 2 L # Storing the bimini top in the fully collapsed position To store the bimini top in the fully collapsed position: (1) Follow the above steps for “Storing the bimini top in the upright position”. (2) While supporting the bimini top, remove the lock pins securing the forward support poles to the forwa # Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing the bim","# Trailering with the bimini top The bimini top must be secured to the boat when it is being trailered. When the boat is trailered with a genuine boat cover, simply store the bimini top in the fully collapsed position and install the boat cover. If a boat cover is not used, wrap an elastic cord around the top and secure the ends to the ski tow hook to restrict movement. # Storing the bimini top in the fully collapsed position To store the bimini top in the fully collapsed position: (1) Follow the above steps for “Storing the bimini top in the upright position”. (2) While supporting the bimini top, remove the lock pins securing the forward support poles to the forward support pole mounting br"
255,"When I am sailing, how do I check the engine oil level to ensure continued sailing?",2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.605,0.500,0.500,1203,1497,4,2,2,715,380,-335,False,False,"TIP:  When checking the engine oil level on land, the engine must be running while water | To check the engine oil level: (1) With the engine stopped, place the boat in a precisely | Engine oil level check Make sure that the engine oil level is between the minimum level ma | E Emergency procedures.......................... 126 Emission control information ........","TIP:  When checking the engine oil level on land, the engine must be running while water | To check the engine oil level: (1) With the engine stopped, place the boat in a precisely | Engine oil level check Make sure that the engine oil level is between the minimum level ma","# TIP:  When checking the engine oil level on land, the engine must be running while water is being supplied to the cooling water passages. (See “Flushing the cooling system” on page 111 for information on supplying water.)  When checking the engine oil level on water, moor the boat so that it wil # To check the engine oil level: (1) With the engine stopped, place the boat in a precisely level position on land or launch the boat.(2) Look in all directions, and then start the engine. (See page 96 for information on starting the engine.)(3) Run the engine at idling speed for 6 minutes or more. # Engine oil level check Make sure that the engine oil level is between the minimum level mark and ","# TIP:  When checking the engine oil level on land, the engine must be running while water is being supplied to the cooling water passages. (See “Flushing the cooling system” on page 111 for information on supplying water.)  When checking the engine oil level on water, moor the boat so that it wil At the same time, the engine speed is automatically limited to help prevent damage. If this occurs, reduce the engine speed, return to shore or maneuver to a safe location, and check the engine oil level. (See page 80 for engine oil level checking procedures.) If the oil level is low, add enough engine oil to raise it to the proper level. If the oil level is sufficient, have a Boat Dealer check t"
256,How can I use the bilge pump of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.276,1.000,1.000,1136,1438,5,1,1,441,221,-220,False,False,Bilge pump Your boat is equipped with a drainage system that channels water that enters th | Engine compartment <PIC> 1 Fuel tank compartment drain plug To drain the bilge water from | Draining the | TIP:  The bilge pump indicator light comes on while the bilge pump is operating. <PIC>  | Engine break-in | NOTICE | Draining the bilge water | NOTICE  Do not run the engines at full throttle when bilge water remains in the engine co,Bilge pump Your boat is equipped with a drainage system that channels water that enters th | Draining the bilge water on water This model is equipped with a self-draining deck and bil | Draining the bilge water on land This model is equipped with multiple drain plugs. Bilge w,"# Bilge pump Your boat is equipped with a drainage system that channels water that enters the boat from the storage compartments to the bilge under the engine compartment. When the bilge pump switch is turned on, the bilge pump will operate. <PIC> 1 Bilge pump switch Even if the bilge pump switch is # Engine compartment <PIC> 1 Fuel tank compartment drain plug To drain the bilge water from the hull: Remove the hull drain plug at the stern to drain the water. Check the condition of the O-ring on the hull drain plug, and then securely install the drain plug. <PIC> 1 Hull drain plug # Draining the # TIP:  The bilge pump indicator light comes on while the bilge pump is operating. <PIC>  When t","# Bilge pump Your boat is equipped with a drainage system that channels water that enters the boat from the storage compartments to the bilge under the engine compartment. When the bilge pump switch is turned on, the bilge pump will operate. <PIC> 1 Bilge pump switch Even if the bilge pump switch is not turned on, the bilge pump will detect when there is excessive water in the bilge and will automatically drain most of it through the bilge pump outlet.  Use spreader bars to avoid side stress to the hull that may cause cracks in the gelcoat and fiberglass. Attach guidelines to the bow eye and stern eyes to control movement of the boat during lifting.  Remove all people and all cargo from t"
257,How to perform anchor light switch check while sailing?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.482,0.500,0.500,1203,1036,14,5,5,493,373,-120,False,False,Navigation and anchor lights switch This toggle switch controls the bow light and anchor l | Anchor light (210FSH SPORT) The anchor light is located at the top of the Ttop. It is also | Anchor light (210FSH DELUXE) The boat is equipped with a removable anchor light. It is als | Navigation and anchor lights switch check Push the navigation and anchor lights switch and,Navigation and anchor lights switch check Push the navigation and anchor lights switch and | Navigation and anchor lights switch This toggle switch controls the bow light and anchor l,"# Navigation and anchor lights switch This toggle switch controls the bow light and anchor light. Push the upper side of the switch to turn on both the bow light and anchor light for night running (“NAV”). Push the lower side of the switch to operate the anchor light alone when anchored at night (“A # Anchor light (210FSH SPORT) The anchor light is located at the top of the Ttop. It is also the “all-around” light for navigation at night or in low-visibility conditions. (See page 50 for information on the anchor light on.) To use the anchor light: Pull the lock tab, raise the anchor light, and t # Anchor light (210FSH DELUXE) The boat is equipped with a removable anchor light. It is also the ",# Navigation and anchor lights switch check Push the navigation and anchor lights switch and check that the bow light and anchor light come on. (1) 210FSH DELUXE: Install the anchor light. (See page 68 for information on the anchor light. ) (2) Push the upper side of the navigation and anchor lights switch and check that the bow light and anchor light come on. <PIC> 1 Navigation and anchor lights switch <PIC> 1 Bow light 210FSH DELUXE <PIC> 1 Anchor light 210FSH SPORT <PIC> 1 Anchor light (3) Push the lower side of the navigation and anchor lights switch and check that only the anchor light comes on. # Navigation and anchor lights switch This toggle switch controls the bow light and anchor l
258,"When I want to start the boat, how do I turn on the boat's engine to get the machine started?",2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.090,0.625,0.375,642,1956,1,1,0,338,200,-138,False,False,"Starting the engine | Turning the boat | START: The starter motor will turn to start the engine. (When the main switch key is relea | TIP:  The engine will not start when the clip is removed from the engine shut-off switch. | Main switches There is a main switch for each engine. The main switch controls the ignitio | OFF: Ignition circuit is switched off. The engine cannot be started, but other switches wi","To check the engine oil level: (1) With the engine stopped, place the boat in a precisely | TIP: This boat is equipped with a “start-in-gear” protection. The engines will not start u | Starting the engine | WARNING Severe injury or death may result if you ignore any of the following:  Before ope | Boat control functions Engine shut-off switch | WARNING  Always attach the engine shut-off cord (lanyard) to your PFD before starting the","# Starting the engine # Turning the boat # START: The starter motor will turn to start the engine. (When the main switch key is released, it returns automatically to “ON”.) # TIP:  The engine will not start when the clip is removed from the engine shut-off switch. The starter motor will turn over without the cord attached.  The main swit # Main switches There is a main switch for each engine. The main switch controls the ignition and electrical circuits as follows: 1 Main switch (port engine) 2 Main switch (starboard engine) <PIC> # OFF: Ignition circuit is switched off. The engine cannot be started, but other switches will operate.","# To check the engine oil level: (1) With the engine stopped, place the boat in a precisely level position on land or launch the boat.(2) Look in all directions, and then start the engine. (See page 96 for information on starting the engine. )(3) Run the engine at idling speed for 6 minutes or more. Run the engine an additional 5 minutes if the ambient temperature is 20(68F) or less.(4) Stop the engine.(5) Open the engine hood. # TIP: This boat is equipped with a “start-in-gear” protection. The engines will not start unless the levers are in the neutral position. This boat uses a direct-drive propulsion system. Therefore, jet thrust is always being produced while the engines are running. The"
259,How do I turn a boat while sailing?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.370,0.500,0.500,725,2042,5,1,0,308,373,65,False,False,"Steering Your boat can be steered by turning the steering wheel the same direction you wis | Turning the boat | Leaving a dock Because boats steer from the stern, the stern first moves in the direction | You need throttle to steer. <PIC> | Turning left <PIC> | Turning right <PIC> | Boating with passengers","Turning the boat | WARNING  Do not pull the remote control levers back to idle when trying to steer away fro | Steering Your boat can be steered by turning the steering wheel the same direction you wis | Leaving a dock Because boats steer from the stern, the stern first moves in the direction","# Steering Your boat can be steered by turning the steering wheel the same direction you wish to travel, to the right or left. When the steering wheel is turned, the angle of the jet thrust nozzles at the rear of the craft is changed, and the change in direction of the jet thrust nozzles changes the # Turning the boat # Leaving a dock Because boats steer from the stern, the stern first moves in the direction opposite your desired turn. It is especially important to understand this characteristic when leaving a dock. If you move the remote control levers to the forward position and simply turn the steering wheel t # You need throttle to steer. <PIC> # Turning left <PIC> # Turning right <PIC> ","At trolling speed, the boat can be turned gradually by steering wheel position alone using just the amount of thrust available at engine idle. <PIC> D. If the boat is moving and the remote control levers are in neutral position, or if there is no thrust because the engines are stopped, the boat will go straight even though the steering wheel is turned. # Turning the boat # WARNING  Do not pull the remote control levers back to idle when trying to steer away from objects — you need throttle to steer.  Be sure passengers are holding on before making turns. An unprepared passenger could lose balance and fall. Steering control depends on the combination of steering wheel position and the amoun"
260,How to operate the boat cross wakes and swells?,2021 Boat 210FSH SPORT 210FSH DELUXE,2021 Boat 210FSH SPORT 210FSH DELUXE,True,0.261,0.800,0.800,1203,1400,3,2,2,415,443,28,False,False,"Crossing wakes and swells You will not always have flat, smooth water. There will be swell | Operating the boat with a minimal wake (no-wake mode) The no-wake mode is useful for opera | Operation........................................... 96 Driving your boat ................ | TIP: The no-wake mode can be set to 3 engine speeds. To adjust the engine speed while the","Crossing wakes and swells You will not always have flat, smooth water. There will be swell | C Check engine warning ............................. 46 Cleaning the boat.................","# Crossing wakes and swells You will not always have flat, smooth water. There will be swells and wakes from other boats, etc. the wake or swell, the boat will try to steer away from the wake or swell. When crossing at a 45angle, you may not notice this, but at a smaller angle, say 10, it can be ver # Operating the boat with a minimal wake (no-wake mode) The no-wake mode is useful for operating the boat at a steady speed with a minimal wake. This is especially convenient when traveling in harbors, channels, or other areas posted with low speed limits as “no wake zones”. The no-wake mode can be # Operation........................................... 96 Driving your boat .......................","When crossing at a 45angle, you may not notice this, but at a smaller angle, say 10, it can be very strong. Be prepared to steer and balance as necessary. <PIC> To cross a wake or swell, change your speed and choose the angle at which you cross the wake or swell. Usually, a slower speed and “quartering” the wake (crossing at an angle) will reduce the jolt. Two other things you may notice. The first is that crossing a group of wakes or swells is not as easy or smooth as crossing just one wake. The second is that when you quarter The best way to cross wakes and swells is with the least jolt to you and the boat. Small swells are not as difficult to cross as larger swells or wakes. Crossing a sh"
